time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2019-03-17,5.9,-1.9,0.9,-6.5,0.00,0.00,21.5,297,16.86,2.38
2019-03-18,7.2,-3.9,2.2,-7.8,0.00,0.00,15.7,301,16.44,2.11
2019-03-19,8.4,-3.3,3.9,-7.2,0.00,0.00,15.1,282,16.07,2.15
2019-03-20,9.5,-1.8,5.9,-5.5,0.00,0.00,26.6,179,19.95,2.51
2019-03-21,9.0,2.9,4.8,-0.1,14.70,0.00,24.3,78,4.09,0.65
2019-03-22,9.5,3.9,2.4,-3.1,18.10,0.00,39.0,326,8.26,1.62
2019-03-23,8.8,-0.1,1.6,-8.2,0.40,0.21,34.5,295,18.80,3.16
2019-03-24,13.6,-1.7,8.5,-5.9,0.00,0.00,21.6,255,17.34,3.14
2019-03-25,10.0,5.4,5.9,0.9,1.20,0.00,16.3,318,7.50,2.00
2019-03-26,8.2,-2.3,2.7,-9.0,0.00,0.00,22.9,3,22.67,3.30
2019-03-27,6.0,-2.4,3.6,-7.1,0.00,0.00,16.2,82,21.72,2.64
2019-03-28,8.9,-2.2,4.8,-6.2,0.00,0.00,26.9,182,21.37,2.35
2019-03-29,12.9,5.3,11.1,1.8,0.60,0.00,14.6,213,6.78,1.32
2019-03-30,16.3,6.7,13.4,4.2,0.00,0.00,32.1,160,17.76,3.01
2019-03-31,17.9,4.5,14.8,-1.0,4.30,0.00,24.1,247,7.45,2.07
2019-04-01,7.7,-0.9,1.6,-7.4,0.00,0.00,32.3,305,22.59,3.04
2019-04-02,8.7,-1.3,4.3,-5.6,0.90,0.00,25.0,121,18.40,2.39
2019-04-03,17.1,2.3,10.2,-1.9,0.80,0.00,38.6,289,22.67,4.25
2019-04-04,14.3,2.3,9.1,-1.6,0.00,0.00,28.2,316,22.86,3.87
2019-04-05,5.6,1.8,1.2,-2.8,6.90,0.00,18.0,75,6.17,1.37
2019-04-06,19.6,3.8,17.7,0.8,0.40,0.00,14.8,334,18.56,3.00
2019-04-07,15.8,4.6,13.4,2.1,0.00,0.00,19.4,153,21.19,3.11
2019-04-08,24.8,10.0,23.3,7.7,10.00,0.00,25.2,226,14.45,3.12
2019-04-09,11.1,6.4,8.4,4.3,0.80,0.00,21.5,102,16.28,1.89
2019-04-10,14.4,4.9,9.1,1.3,0.00,0.00,26.0,319,19.11,3.38
2019-04-11,10.1,2.8,8.9,-0.9,0.00,0.00,14.9,75,17.93,2.76
2019-04-12,19.1,6.5,17.7,3.4,12.30,0.00,32.4,149,14.94,2.63
2019-04-13,23.1,14.5,23.0,12.6,12.60,0.00,21.3,209,15.83,3.08
2019-04-14,18.5,11.8,19.1,11.3,2.60,0.00,24.2,170,12.18,1.86
2019-04-15,19.0,7.4,17.3,0.4,17.20,0.00,39.6,257,15.36,3.11
2019-04-16,17.4,5.0,12.5,-0.5,0.00,0.00,29.0,283,25.30,5.01
2019-04-17,14.4,7.9,13.3,4.6,0.60,0.00,21.9,108,21.48,3.60
2019-04-18,16.4,8.7,13.8,5.2,1.70,0.00,24.6,142,10.85,2.08
2019-04-19,24.2,15.3,23.0,12.5,6.10,0.00,33.5,188,17.06,3.55
2019-04-20,17.6,12.3,16.5,9.5,10.70,0.00,33.5,168,6.67,1.35
2019-04-21,16.7,9.8,15.0,8.8,0.10,0.00,20.9,137,15.96,2.44
2019-04-22,17.2,9.7,15.4,7.5,7.40,0.00,23.6,359,8.86,1.54
2019-04-23,23.0,10.1,24.1,8.6,0.20,0.00,23.8,212,24.13,4.06
2019-04-24,19.8,11.6,16.7,10.2,0.20,0.00,22.3,289,25.83,4.78
2019-04-25,15.6,7.7,14.8,5.0,2.30,0.00,17.0,128,20.73,3.19
2019-04-26,16.7,10.4,14.4,8.7,16.60,0.00,28.0,132,8.10,1.21
2019-04-27,12.7,7.8,8.4,3.2,2.90,0.00,40.4,290,18.37,3.38
2019-04-28,11.2,5.9,7.8,2.9,1.70,0.00,21.0,356,7.54,1.49
2019-04-29,12.9,3.4,11.4,-0.6,0.10,0.00,19.7,155,24.06,3.62
2019-04-30,19.5,8.8,17.8,6.5,3.70,0.00,12.9,68,10.74,1.88
2019-05-01,12.3,9.0,9.6,7.8,1.60,0.00,20.2,115,9.16,1.60
2019-05-02,23.1,10.2,26.8,8.7,5.70,0.00,19.4,142,20.43,3.41
2019-05-03,13.6,9.6,12.9,7.6,0.60,0.00,12.7,103,7.56,1.26
2019-05-04,20.1,11.1,20.9,10.8,11.60,0.00,10.9,107,11.25,1.93
2019-05-05,13.7,11.1,13.9,7.6,36.00,0.00,24.6,52,4.28,0.68
2019-05-06,21.0,9.7,20.4,7.5,0.90,0.00,20.9,32,19.60,3.26
2019-05-07,18.6,10.2,18.4,9.2,4.40,0.00,20.0,162,22.77,3.28
2019-05-08,19.7,10.6,19.1,8.9,1.00,0.00,17.5,55,18.89,3.06
2019-05-09,14.6,9.7,10.8,6.7,0.00,0.00,23.3,100,12.75,2.44
2019-05-10,23.1,12.0,23.1,8.9,2.00,0.00,22.4,175,10.50,2.36
2019-05-11,19.7,11.4,19.9,8.0,4.50,0.00,20.7,326,25.70,4.29
2019-05-12,12.6,7.2,12.6,2.9,29.20,0.00,31.0,62,3.77,0.72
2019-05-13,11.2,7.2,7.8,3.3,20.50,0.00,20.4,65,6.24,1.16
2019-05-14,12.3,7.2,10.2,4.7,4.00,0.00,15.0,331,7.94,1.41
2019-05-15,19.9,6.2,17.9,3.0,0.40,0.00,23.4,314,20.42,3.59
2019-05-16,21.0,9.6,19.8,8.2,0.40,0.00,15.2,294,23.79,4.20
2019-05-17,24.8,12.0,25.3,10.6,0.90,0.00,18.0,230,18.72,3.80
